wallet_label,address,blockchain,coin,protocol,price,amount,usd_value,usd_value_numeric,pnl_since_last_update,pnl_percentage,previous_value,days_since_last_update,is_new_position,update_sequence,pnl_formatted,pnl_percentage_formatted,previous_value_formatted,token_name,is_verified,logo_url,source_file_timestamp,timestamp,position_id
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,419.90",0.000144,$0.35,0.35,0.0,0.0,,0,True,0,$+0.00,+0.00%,N/A,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_18-46-49,2025-06-26 18:46:49,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,431.69",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,1,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_19-03-33,2025-06-26 19:03:33,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,429.92",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,2,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_19-07-40,2025-06-26 19:07:40,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,428.92",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,3,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_19-09-34,2025-06-26 19:09:34,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,425.30",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,4,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_19-26-58,2025-06-26 19:26:58,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,432.31",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,5,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_20-15-30,2025-06-26 20:15:30,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,430.57",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,6,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_21-02-22,2025-06-26 21:02:22,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,444.10",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,7,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_22-51-41,2025-06-26 22:51:41,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,426.33",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,8,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,26-06-2025_23-20-26,2025-06-26 23:20:26,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
Coinbase_Wallet,0x29ea4918b83223f1eec45f242d2d96a293b2fcf3,ARB,ETH,Wallet,"$2,450.86",0.000144,$0.35,0.35,0.0,0.0,0.35,0,False,9,$+0.00,+0.00%,$0.35,ETH,True,https://static.debank.com/image/coin/logo_url/eth/6443cdccced33e204d90cb723c632917.png,27-06-2025_09-14-18,2025-06-27 09:14:18,Coinbase_Wallet|0x29ea4918b83223f1eec45f242d2d96a293b2fcf3|ARB|ETH|Wallet
